,ID,taxon,shortname,definition
1461,abd,980514,,acinetobacter baumannii tcdc-ab0715
1462,abh,1100841,,acinetobacter baumannii tyth-1
1463,abad,945556,,acinetobacter baumannii d1279779
1464,abj,1096995,,acinetobacter baumannii bjab07104
1465,abab,1096996,,acinetobacter baumannii bjab0715
1466,abaj,1096997,,acinetobacter baumannii bjab0868
1467,abaz,1400867,,acinetobacter baumannii zw85-1
1468,abk,470,,acinetobacter baumannii abh12o-a2
1469,abau,470,,acinetobacter baumannii ab030
1470,abaa,470,,acinetobacter baumannii ab031
1471,abw,470,,acinetobacter baumannii ac29
1472,abal,1455315,,acinetobacter baumannii lac-4
1473,acc,871585,acicp,acinetobacter pittii phea-2 (acinetobacter calcoaceticus phea-2)
1474,ano,106654,,acinetobacter nosocomialis 6411
1475,alc,1785128,,acinetobacter lactucae otec-02
1476,acal,471,,acinetobacter calcoaceticus ca16
1477,acd,436717,,acinetobacter oleivorans dr1
1478,aci,62977,aciad,acinetobacter baylyi adp1 (acinetobacter sp. adp1)
1479,att,1646498,,acinetobacter sp. tth0-4
1480,aei,1324350,,acinetobacter equi 114
1481,ajo,1242245,,acinetobacter johnsonii xbb1
1482,acw,1809055,,acinetobacter sp. dut-2
1483,acv,1407071,,acinetobacter sp. tgl-y2
1484,ahl,29430,,acinetobacter haemolyticus tjs01
1485,ajn,40215,,acinetobacter junii 65
1486,asol,487316,,acinetobacter soli gfj2
1487,ala,1789224,,acinetobacter larvae brtc-1
1488,asj,108981,,acinetobacter schindleri ace
1489,aid,756892,,acinetobacter indicus sgair0564
1490,adv,1871111,,acinetobacter defluvii wcha30
1491,arj,40216,,acinetobacter radioresistens lh6
1492,awu,1879050,,acinetobacter wuhouensis wcha60
1493,acum,2136182,,acinetobacter cumulans wchac060092
1494,agu,106649,,acinetobacter guillouiae nbrc 110550
1495,aug,108980,,acinetobacter ursingii m3
1496,alw,28090,,acinetobacter lwoffii fdaargos_552
1497,ads,70348,,acinetobacter dispersus nccp 16014
1498,aber,106648,,acinetobacter bereziniae xh901
1499,atn,202954,,acinetobacter tandoii se63
1500,achi,2004650,,acinetobacter chinensis wchac010005
1501,alj,2715163,,acinetobacter lanii 185
1502,awg,2662362,,acinetobacter wanghuae dk386
1503,mct,1236608,,moraxella catarrhalis bbh18
1504,mcs,480,,moraxella catarrhalis 25240
1505,mcat,480,,moraxella catarrhalis 25239
1506,moi,29433,,moraxella ovis 199/55
1507,mos,34062,,moraxella osloensis ccug 350
1508,mbl,386891,,moraxella bovoculi 58069
1509,mboi,476,,moraxella bovis epp63 (300)
1510,mcun,34061,,moraxella cuniculi nctc10297
1511,mnn,478,,moraxella nonliquefaciens fdaargos_869
1512,mbah,2283318,,moraxellaceae bacterium hyn0046
1513,son,211586,sheon,shewanella oneidensis mr-1
1514,sdn,318161,shedo,shewanella denitrificans os217
1515,sfr,318167,shefn,shewanella frigidimarina ncimb 400
1516,saz,326297,sheam,shewanella amazonensis sb2b
1517,sbl,325240,sheb5,shewanella baltica os155
1518,sbm,402882,sheb8,shewanella baltica os185
1519,sbn,399599,sheb9,shewanella baltica os195
1520,sbp,407976,sheb2,shewanella baltica os223
1521,sbt,693973,,shewanella baltica os678
1522,sbs,693970,,shewanella baltica os117
1523,sbb,693974,,shewanella baltica ba175
1524,slo,323850,shelp,shewanella loihica pv-4
1525,spc,319224,shepc,shewanella putrefaciens cn-32
1526,shp,399804,,shewanella putrefaciens 200
1527,sse,425104,shesh,shewanella sediminis haw-eb3
1528,spl,398579,shepa,shewanella pealeana atcc 700345
1529,she,60480,shesm,shewanella sp. mr-4
1530,shm,60481,shesr,shewanella sp. mr-7
1531,shn,94122,shesa,shewanella sp. ana-3
1532,shw,351745,shesw,shewanella sp. w3-18-1
1533,shl,458817,shehh,shewanella halifaxensis haw-eb4
1534,swd,392500,shewm,shewanella woodyi atcc 51908
1535,swp,225849,shepw,shewanella piezotolerans wp3
1536,svo,637905,,shewanella violacea dss12
1537,shf,1930557,,shewanella sp. fdaargos_354
1538,sja,93973,,shewanella japonica kctc 22435
1539,spsw,225848,,shewanella psychrophila wp2
1540,sbj,2018305,,shewanella bicestrii jab-1
1541,smav,260364,,shewanella marisflavi ep1
1542,shew,2029986,,shewanella sp. we21
1543,salg,38313,,shewanella algae ccu101
1544,slj,150120,,shewanella livingstonensis lmg 19866
1545,smai,2520507,,shewanella maritima d4-2
1546,spol,2588449,,shewanella polaris sm1901
1547,sbk,43661,,shewanella benthica db21mt-2
1548,skh,1965282,,shewanella khirikhana th2012
1549,saes,1028752,,shewanella aestuarii pn3f2
1550,ilo,283942,idilo,idiomarina loihiensis l2tr
1551,ili,1321370,,idiomarina loihiensis gsl 199
1552,ipi,1096243,,idiomarina piscisalsi 10py1a
1553,idi,2055892,,idiomarina sp. x4
1554,idt,2100422,,idiomarina sp. ot37-5b
1555,cps,167879,colp3,colwellia psychrerythraea 34h
1556,com,58049,,colwellia sp. mt41
1557,coz,1816218,,colwellia sp. pamc 20917
1558,colw,1816219,,colwellia sp. pamc 21821
1559,cola,2161872,,colwellia sp. arc7-d
1560,cber,1967665,,colwellia beringensis nb097-1
1561,cov,2497879,,colwellia sp. arc7-635
1562,lsd,718192,,litorilituus sediminis jcm 17549
1563,tht,2552945,,thalassotalea sp. hsm 43
1564,thap,2594005,,thalassotalea sp. ps06
1565,pha,326442,pseht,pseudoalteromonas translucida tac125 (pseudoalteromonas haloplanktis tac125)
1566,ptn,1315283,,pseudoalteromonas translucida kmm 520
1567,pat,342610,psea6,pseudoalteromonas atlantica t6c
1568,psm,234831,,pseudoalteromonas sp. sm9913
1569,pseo,1348114,,pseudoalteromonas piratica ocn003 (pseudoalteromonas sp. ocn003)
1570,pia,152297,,pseudoalteromonas issachenkonii kctc 12958
1571,pphe,161398,,pseudoalteromonas phenolica kctc 12086
1572,pbw,283699,,pseudoalteromonas sp. bsw20308
1573,prr,43658,,pseudoalteromonas rubra scsio 6842
1574,plz,43657,,pseudoalteromonas luteoviolacea s4054249
1575,paln,247523,,pseudoalteromonas aliena eh1
1576,ppis,43662,,pseudoalteromonas piscicida de2-b
1577,pea,1314869,,pseudoalteromonas espejiana dsm 9414
1578,pspo,1117319,,pseudoalteromonas spongiae ust010723-006
1579,part,1117313,,pseudoalteromonas arctica a 37-1-2
1580,ptu,314281,,pseudoalteromonas tunicata d2
1581,png,28109,,pseudoalteromonas nigrifaciens kmm 661
1582,ptd,43659,,pseudoalteromonas tetraodonis gfc
1583,psen,1514074,,pseudoalteromonas sp. nc201
1584,pdj,621376,,pseudoalteromonas donghaensis hj51
1585,paga,1312369,,pseudoalteromonas agarivorans dsm 14585
1586,pcar,227,,pseudoalteromonas carrageenovora kctc 22325
1587,pmaa,267375,,pseudoalteromonas marina ecsmb14103
1588,maq,351348,marav,marinobacter hydrocarbonoclasticus vt8 (marinobacter aquaeolei vt8)
1589,mhc,1163748,,marinobacter hydrocarbonoclasticus atcc 49840
1590,mad,225937,,marinobacter adhaerens hp15
1591,mbs,490759,,marinobacter sp. bss20148
1592,msr,1420917,,marinobacter salarius r9sw1
1593,msx,1420916,,marinobacter similis a3d10
1594,mpq,330734,,marinobacter psychrophilus 20041
1595,mari,1671721,,marinobacter sp. cp1
1596,mlq,1749259,,marinobacter sp. lq44
1597,msq,1874317,,marinobacter salinus hb8
1598,mara,2304594,,marinobacter sp. arc7-dn-1
1599,marj,2547598,,marinobacter sp. jh2
1600,amc,1774373,altmd,alteromonas mediterranea de (alteromonas macleodii deep ecotype)
1601,amh,1300253,,alteromonas mediterranea 615 (alteromonas macleodii english channel 615)
1602,amaa,1004786,,alteromonas mediterranea de1 (alteromonas macleodii altde1)
1603,amal,1300255,,alteromonas mediterranea u4 (alteromonas macleodii ionian sea u4)
1604,amae,1300256,,alteromonas mediterranea u7 (alteromonas macleodii ionian sea u7)
1605,amao,1300257,,alteromonas mediterranea u8 (alteromonas macleodii ionian sea u8)
1606,amad,1300259,,alteromonas mediterranea um4b (alteromonas macleodii ionian sea um4b)
1607,amai,1300258,,alteromonas mediterranea um7 (alteromonas macleodii ionian sea um7)
1608,amag,1300254,,alteromonas mediterranea med64 (alteromonas macleodii aegean sea med64)
1609,amac,529120,,alteromonas macleodii atcc 27126
1610,amb,1004787,,alteromonas macleodii balearic sea ad45
1611,amg,1004788,,alteromonas macleodii english channel 673
1612,amk,1004785,,alteromonas macleodii black sea 11
1613,alt,715451,,alteromonas naphthalenivorans (alteromonas sp. sn2)
1614,aal,589873,,alteromonas australica h 17
1615,aaus,589873,,alteromonas australica de170
1616,asp,1160720,,alteromonas stellipolaris lmg 21856
1617,asq,233316,,alteromonas stellipolaris lmg 21861
1618,aaw,287094,,alteromonas addita r10sw13
1619,alr,2267264,,alteromonas sp. rkmc-009
1620,ale,1777491,,alteromonas sp. mac1
1621,alz,1777492,,alteromonas sp. mac2
1622,apel,1858656,,alteromonas pelagimontana 5.12
1623,gag,983545,,glaciecola sp. 4h-3-7+ye-5
1624,gni,1085623,,glaciecola nitratireducens fr1064
1625,gps,1129794,,paraglaciecola psychrophila 170 (glaciecola psychrophila 170)
1626,pmes,197222,,paraglaciecola mesophila gpm4
1627,lal,1526571,,lacimicrobium alkaliphilum yeld216
1628,cate,2172099,,catenovulum sp. ccb-qb4
1629,salh,2183582,,saliniradius amylolyticus hmf8227
1630,salm,2303538,,salinimonas sediminis n102
1631,salk,2572577,,salinimonas sp. kx18d6
1632,hmi,2259620,,hydrocarboniclastica marina soil36-7
1633,pin,357804,psyin,psychromonas ingrahamii 37
1634,psy,314282,,psychromonas sp. cnpt3
1635,fbl,550540,,ferrimonas balearica dsm 9799
1636,fes,2724191,,ferrimonas sp. s7
1637,mvs,80854,,moritella viscosa mvis1
1638,mya,69539,,moritella yayanosii db21mt 5
1639,mmaa,1202962,,moritella marina atcc 15381 mp-1
1640,cja,498211,celju,cellvibrio japonicus ueda107
1641,ceb,1945512,,cellvibrio sp. psbb023
1642,cell,1987723,,cellvibrio sp. psbb006
1643,cek,454662,,cellvibrio sp. ky-yj-3
1644,ceg,2303332,,cellvibrio sp. ky-gh-1
1645,sde,203122,sacd2,saccharophagus degradans 2-40
1646,ttu,377629,tertt,teredinibacter turnerae t7901
1647,saga,1117647,,simiduia agarivorans sa1 = dsm 21679
1648,spoi,1620392,,spongiibacter sp. imcc21906
1649,zal,1470434,,zhongshania aliphaticivorans sm2
1650,osg,716816,,oceanicoccus sagamiensis nbrc 107125
1651,mthd,252514,,microbulbifer thermotolerans dau221
1652,micc,1769779,,microbulbifer aggregans ccb-mm1
1653,maga,260552,,microbulbifer agarilyticus gp101
1654,mii,359370,,microbulbifer sp. a4b17
1655,mict,2587856,,microbulbifer sp. thaf38
1656,mhyd,48074,,microbulbifer hydrolyticus ire-31
1657,hja,930805,,halioglobus japonicus nbrc 107739
1658,halc,2601894,,halioglobus maricola imcc14385
1659,kim,2708301,,kineobactrum salinum m2
1660,cbu,227377,coxbu,coxiella burnetii rsa 493
1661,cbs,360115,coxbr,coxiella burnetii rsa 331
1662,cbd,434922,coxbn,coxiella burnetii dugway 5j108-111
1663,cbg,434923,coxbu,coxiella burnetii cbug_q212
1664,cbc,434924,coxbu,coxiella burnetii cbuk_q154
1665,cey,2054173,,coxiella mudrowiae crt (coxiella-like endosymbiont crt)
1666,cea,325775,,"coxiella sp. c904, endosymbiont of amblyomma americanum"
1667,cend,2487929,,"coxiella sp. ceas-ufv, endosymbiont of amblyomma sculptum"
1668,rvi,676208,,"candidatus rickettsiella viridis ap-ra04, endosymbiont of acyrthosiphon pisum"
1669,alg,254246,,aquicella lusitana sgt-39
1670,asip,254247,,aquicella siphonis sgt-108
1671,lpn,272624,legph,legionella pneumophila subsp. pneumophila philadelphia 1 (serogroup 1)
1672,lph,91891,,legionella pneumophila subsp. pneumophila hl06041035 (serogroup 1)
1673,lpo,91891,,legionella pneumophila subsp. pneumophila lorraine (serogroup 1)
1674,lpu,1312904,,legionella pneumophila subsp. pneumophila lpe509 (legionella pneumophila subsp. pneumophila philadelphia 1)
1675,lpm,1199191,,legionella pneumophila subsp. pneumophila thunder bay
1676,lpf,297245,legpl,legionella pneumophila lens (serogroup 1)
1677,lpp,297246,legpa,legionella pneumophila paris (serogroup 1)
1678,lpc,400673,legpc,legionella pneumophila corby
1679,lpa,423212,,legionella pneumophila 2300/99 alcoy (serogroup 1)
1680,lpe,933093,,legionella pneumophila subsp. pneumophila atcc 43290 (serogroup 12)
1681,llo,661367,,legionella longbeachae nsw150
1682,lfa,1212491,,legionella fallonii llap-10
1683,lha,449,,legionella hackeliae atcc 35250
1684,lok,1268635,,legionella oakridgensis atcc 33761 = dsm 21215
1685,lcd,1867846,,legionella clemsonensis cdc-d5610
1686,les,2005262,,"legionella sp. psag, endosymbiont of polyplax serrata"
1687,lsh,28087,,legionella sainthelensi la01-117
1688,llg,45067,,legionella lansingensis nctc12830
1689,lib,454,,legionella israelensis bercovier 4
1690,lgt,45065,,legionella geestiana 1308
1691,ljr,456,,legionella jordanis nctc11533
1692,lcj,28084,,legionella cherrii nctc11976
1693,lwa,66969,,legionella waltersii nctc13017
1694,lss,452,,legionella spiritensis nctc12082
1695,tmc,451,,tatlockia micdadei atcc 33218
1696,mca,243233,metca,methylococcus capsulatus bath
1697,metu,2681310,,methylococcus sp. im1
1698,mmt,857087,,methylomonas methanica mc09
1699,mdn,1538553,,methylomonas denitrificans fjg1
1700,mdh,1727196,,methylomonas sp. dh-1
1701,mko,702114,,methylomonas koyamae lm6
1702,metl,107637,,methylomonas sp. lw13
1703,mah,1091494,,methylomicrobium alcaliphilum 20z
1704,mbur,95641,,methylomicrobium buryatense 5gb1c
1705,mpsy,1704499,,methylovulum psychrotolerans hv10_m2
1706,mmai,1432792,,methylocaldum marinum s8
1707,mmob,1808979,,candidatus methylospira mobilis shm1
1708,mein,2020875,,methyloprofundus sp. inp10_methr40d
1709,ftu,177416,fratt,francisella tularensis subsp. tularensis schu s4
1710,ftq,1341656,,francisella tularensis subsp. tularensis schu s4 nr-28534
1711,ftf,393115,frat1,francisella tularensis subsp. tularensis fsc198
1712,ftw,418136,fratw,francisella tularensis subsp. tularensis wy96-3418
1713,ftr,510831,frate,francisella tularensis subsp. tularensis ne061598
1714,ftt,1001534,,francisella tularensis subsp. tularensis ti0902
1715,ftg,1001542,,francisella tularensis subsp. tularensis tigb03
1716,ftl,376619,fratu,francisella tularensis subsp. holarctica lvs (live vaccine strain)
1717,fth,393011,frato,francisella tularensis subsp. holarctica osu18
1718,fta,458234,fratf,francisella tularensis subsp. holarctica ftnf002-00
1719,fts,1232394,,francisella tularensis subsp. holarctica f92
1720,fti,351581,,francisella tularensis subsp. holarctica fsc200
1721,fto,1432652,,francisella tularensis subsp. holarctica phit-ft049
1722,ftc,119857,,francisella tularensis subsp. holarctica ftt_1
1723,ftv,119857,,francisella tularensis subsp. holarctica vt68
1724,ftz,119857,,francisella tularensis subsp. holarctica 425
1725,ftm,441952,fratm,francisella tularensis subsp. mediasiatica fsc147
1726,ftn,401614,fratn,francisella tularensis subsp. novicida u112
1727,ftx,401614,,francisella tularensis subsp. novicida u112
1728,ftd,1452728,,francisella tularensis subsp. novicida f6168
1729,fty,264,,francisella tularensis subsp. novicida dpg 3a-is (francisella tularensis subsp. tularensis wy96)
1730,fcf,984129,fracf,francisella cf. novicida fx1
1731,fcn,622488,,francisella hispaniensis 3523 (francisella cf. tularensis subsp. novicida 3523)
1732,fhi,1088883,,francisella hispaniensis fsc454
1733,fph,484022,frap2,francisella philomiragia subsp. philomiragia atcc 25017
1734,fpt,539329,,francisella philomiragia subsp. philomiragia atcc 25015 o#319l
1735,fpi,28110,,francisella philomiragia o#319-029
1736,fpm,28110,,francisella philomiragia o#319-036
1737,fpx,28110,,francisella philomiragia o#319-067
1738,fpz,28110,,francisella philomiragia ga01-2794
1739,fpj,28110,,francisella philomiragia ga01-2801
1740,frt,573569,,francisella salina tx077308
1741,fna,1163389,,francisella orientalis toba 04
1742,fnl,1356861,,francisella orientalis ladl--07-285a (francisella noatunensis subsp. orientalis ladl--07-285a)
1743,frf,1547445,,francisella sp. fsc1006
1744,fper,1086726,,francisella persica atcc vr-331
1745,fha,549298,,francisella halioticida dsm 23729
1746,frx,573570,,francisella uliginis tx077310
1747,frm,475375,,francisella sp. ma067296
1748,frc,1542390,,francisella frigiditurris ca97-1460
1749,fad,2007306,,"francisella adeliensis fdc440, endosymbiont of euplotes petzi"
1750,fmi,2249302,,francisella marina e103-15
1751,foo,2016517,,francisella opportunistica pa05-1188
1752,fgu,594679,,allofrancisella guangzhouensis 08hl01032 (francisella guangzhouensis 08hl01032)
1753,afri,1085644,,allofrancisella frigidaquae sysu 10hl1970
1754,aii,1085647,,allofrancisella inopinata sysu yg23
1755,tcx,317025,thicr,hydrogenovibrio crunogenus xcl-2 (thiomicrospira crunogena xcl-2)
1756,htr,265883,,hydrogenovibrio thermophilus jr-2
1757,hmar,28885,,hydrogenovibrio marinus mh-110
1758,tcy,717773,,thiomicrospira cyclica alm1 (thioalkalimicrobium cyclicum alm1)
1759,tao,717772,,thiomicrospira aerophila al3
1760,thio,1803865,,thiomicrospira sp. s5
1761,mej,754476,,methylophaga nitratireducenticrescens jam1
1762,mec,754477,,methylophaga frappieri jam7
1763,cyq,385025,,cycloclasticus sp. p1
1764,cza,1198232,,cycloclasticus zancles 78-me
1765,cyy,728003,,cycloclasticus sp. py97n
1766,psal,1227812,,piscirickettsia salmonis lf-89
1767,thig,2580412,,thiomicrorhabdus sediminis g1
1768,tse,2675054,,thiosulfatimonas sediminis aks77
1769,tzo,2675053,,thiosulfativibrio zosterae akt22
1770,tig,40754,,thioploca ingrica
1771,blep,288004,,beggiatoa leptomitoformis d-402
1772,this,2799669,,candidatus thiothrix singaporensis ssd2
1773,noc,323261,nitoc,nitrosococcus oceani atcc 19707
1774,nhl,472759,,nitrosococcus halophilus nc 4
1775,nwa,105559,,nitrosococcus watsonii c-113
1776,nwr,1814290,,nitrosococcus wardiae d1fhs
1777,alv,572477,,allochromatium vinosum dsm 180
1778,tvi,765911,,thiocystis violascens dsm 198
1779,tmb,765912,,thioflavicoccus mobilis 8321
1780,mpur,765910,,marichromatium purpuratum 984
1781,tee,1748243,,candidatus tenderia electrophaga nrl1
1782,ntt,1630141,,candidatus nitrosoglobus terrae tao100
1783,tsy,1166950,,candidatus thiodictyon syntrophicum cad16t
1784,rhh,2545632,,rheinheimera sp. d18
1785,ttp,316276,,thermochromatium tepidum atcc 43061
1786,ntg,553981,,candidatus nitrosacidococcus tergens nscac1
1787,thip,1385625,,thiohalocapsa sp. pb-psb1 pb-psb1-ls01-2011a
1788,aeh,187272,alheh,alkalilimnicola ehrlichii mlhe-1
1789,hha,349124,halhl,halorhodospira halophila sl1
1790,hhk,1052,,halorhodospira halochloris dsm 1059
1791,hhc,421628,,ectothiorhodospira haloalkaliphila
1792,ebs,1442136,,ectothiorhodospira sp. bsl-9
1793,tgr,396588,thish,thioalkalivibrio sulfidiphilus hl-ebgr7
1794,tkm,396595,,thioalkalivibrio sp. k90mix
1795,tni,1255043,,thioalkalivibrio nitratireducens dsm 14787
1796,tti,713585,,thioalkalivibrio paradoxus arh 1
1797,tvr,106634,,thioalkalivibrio versutus d301
1798,ssal,1260251,,spiribacter salinus m19-40
1799,spiu,1335757,,spiribacter curvatus uah-sp71 (spiribacter sp. uah-sp71)
1800,sros,1855875,,spiribacter roseus ssl50
1801,spiz,2666185,,spiribacter sp. 2438
1802,aprs,160660,,acidihalobacter prosperus f5
1803,hna,555778,,halothiobacillus neapolitanus c2
1804,haz,1860122,,halothiobacillus sp. ls2
1805,wma,1579979,,wenzhouxiangella marina kctc 42284
1806,woc,1548547,,woeseia oceani xk5
1807,gai,1192854,,granulosicoccus antarcticus imcc3135
1808,ghl,47960,,guyparkeria halophila sp2
1809,ttc,585455,,thiohalobacter thiocyanaticus fokn1
1810,hch,349521,hahch,hahella chejuensis kctc 2396
1811,hahe,1628392,,hahella sp. ka22
1812,csa,290398,chrsd,chromohalobacter salexigens dsm 3043
1813,hel,768066,,halomonas elongata dsm 2581
1814,hcs,213554,,halomonas campaniensis ls21
1815,hak,1504981,,halomonas sp. ko116
1816,ham,1610576,,halomonas sp. r57-5
1817,hhu,1178482,,halomonas huangheensis bjgmm-b45
1818,hco,507626,,halomonas chromatireducens agd 8-3
1819,hsi,1897729,,halomonas aestuarii hb3
1820,halo,1883416,,halomonas sp. 1513
1821,hhh,115561,,halomonas hydrothermalis y2
1822,hbe,475662,,halomonas beimenensis ntu-111
1823,hag,1118153,,halomonas sp. gfaj-1
1824,haf,2136172,,halomonas sp. sf2003
1825,halk,272774,,halomonas alkaliphila x3
1826,hvn,44935,,halomonas venusta ma-zp17-13
1827,hol,390919,,halomonas olivaria tyrc17
1828,hsr,115553,,halomonas sulfidaeris atcc baa-803
1829,hmd,29570,,halomonas meridiana scsio 43005
1830,haxi,115555,,halomonas axialensis althf1
1831,htt,664683,,halomonas titanicae sob56
1832,hcam,74661,,halomonas campisalis ss10-mc5
1833,hpiz,2609667,,halomonas piezotolerans nbt06e8
1834,ple,1206109,,"candidatus portiera aleyrodidarum bt-b-hrs, endosymbiont of bemisia tabaci"
1835,ply,1206109,,"candidatus portiera aleyrodidarum bt-b-hrs, endosymbiont of bemisia tabaci b biotype"
1836,plr,1239881,,"candidatus portiera aleyrodidarum bt-qvlc, endosymbiont of bemisia tabaci q biotype"
1837,plo,1239881,,"candidatus portiera aleyrodidarum bt-qvlc, endosymbiont of bemisia tabaci q biotype"
